mode,keys_checked,checks_performed,avg_before_if_ns,avg_after_if_ns,avg_total_ns,checks_before_if,checks_after_if, total_decaps_time
Hybridized,5,5,7928276.60,12648772.00,10458430.80,5,1,64901408.00
Hybridized,5,4,7966353.25,12763107.00,11157729.75,4,1,57363962.00
Hybridized,5,1,8167866.00,12869972.00,21039230.00,1,1,33842809.00
Hybridized,5,2,8104892.00,12596869.00,14404166.50,2,1,41904927.00
Hybridized,5,2,7985393.00,12555596.00,14264023.50,2,1,41557596.00
Hybridized,5,5,7893492.80,12539302.00,10401796.40,5,1,64843410.00
Hybridized,5,2,8068173.50,12914573.00,14526380.50,2,1,41852112.00
Hybridized,5,2,8032199.50,12902852.00,14484219.50,2,1,41632523.00
Hybridized,5,3,8023059.33,12507380.00,12192699.67,3,1,49620517.00
Hybridized,5,3,8448128.67,13057390.00,12801410.67,3,1,51967213.00
Hybridized,5,5,7902919.60,12561144.00,10415732.80,5,1,64948896.00
Hybridized,5,3,8023261.67,12566173.00,12212794.67,3,1,49679047.00
Hybridized,5,5,8100107.20,12484842.00,10597687.80,5,1,65976153.00
Hybridized,5,3,8067369.00,12752792.00,12318956.33,3,1,49855272.00
Hybridized,5,4,8286093.50,12709232.00,11464260.50,4,1,58556119.00
Hybridized,5,2,8187790.50,12583673.00,14480587.00,2,1,42044711.00
Hybridized,5,4,7987182.50,13075717.00,11256664.50,4,1,58030697.00
Hybridized,5,1,7821521.00,12458759.00,20281280.00,1,1,33223402.00
Hybridized,5,5,7880229.80,12472274.00,10375184.60,5,1,64892960.00
Hybridized,5,4,7985035.50,12555325.00,11124600.00,4,1,57121854.00
Hybridized,5,1,8013827.00,12754307.00,20769505.00,1,1,33629300.00
Hybridized,5,2,8018812.00,12890281.00,14464967.00,2,1,42039136.00
Hybridized,5,2,8038856.00,12716394.00,14397876.00,2,1,41569057.00
Hybridized,5,2,7994620.00,12715707.00,14353528.50,2,1,41398996.00
Hybridized,5,4,7966637.75,12642775.00,11127937.25,4,1,57191838.00
Hybridized,5,5,7900182.40,12510232.00,10402712.20,5,1,64808748.00
Hybridized,5,4,9645955.75,13269643.00,12964326.75,4,1,64533167.00
Hybridized,5,2,8083048.50,12934963.00,14551623.00,2,1,42076157.00
Hybridized,5,5,7923181.60,12838403.00,10491380.80,5,1,65105405.00
Hybridized,5,4,7890373.75,12461904.00,11006310.25,4,1,57204071.00
Hybridized,5,1,8367039.00,12912919.00,21281551.00,1,1,34740945.00
Hybridized,5,4,8050142.75,12377606.00,11145009.50,4,1,57559788.00
Hybridized,5,5,8109367.60,12527472.00,10615437.60,5,1,66027420.00
Hybridized,5,5,8082560.80,12456762.00,10574348.60,5,1,65720674.00
Hybridized,5,2,8454057.50,13268878.00,15089522.00,2,1,43150547.00
Hybridized,5,5,7950209.80,12631372.00,10477015.80,5,1,65242513.00
Hybridized,5,3,8025992.33,12907774.00,12329322.00,3,1,50333103.00
Hybridized,5,3,7978638.00,12467429.00,12135198.67,3,1,49231124.00
Hybridized,5,4,7934001.00,12522275.00,11065063.25,4,1,57030902.00
Hybridized,5,5,8171059.80,12680638.00,10707976.00,5,1,66478247.00
Hybridized,5,1,8067830.00,12616636.00,20686103.00,1,1,33393514.00
Hybridized,5,5,7984112.60,13157926.00,10616315.80,5,1,65987180.00
Hybridized,5,4,8009925.00,12602913.00,11161100.00,4,1,57364932.00
Hybridized,5,4,7929566.50,12551589.00,11068157.25,4,1,57092285.00
Hybridized,5,2,7990039.00,13202268.00,14591977.50,2,1,41814150.00
Hybridized,5,4,7960594.00,12608125.00,11113089.75,4,1,57446485.00
Hybridized,5,1,7867242.00,13229922.00,21098543.00,1,1,33948823.00
Hybridized,5,4,7976544.25,12842925.00,11187893.75,4,1,57859469.00
Hybridized,5,1,8021970.00,12455091.00,20478010.00,1,1,33347778.00
Hybridized,5,1,7909320.00,12793615.00,20704317.00,1,1,33685322.00
Hybridized,5,5,8022676.20,12791443.00,10581625.80,5,1,66035768.00
Hybridized,5,2,8169015.00,12471075.00,14405450.00,2,1,41978758.00
Hybridized,5,5,8005163.40,12632151.00,10532267.40,5,1,65602193.00
Hybridized,5,1,7958890.00,12720993.00,20681020.00,1,1,33570731.00
Hybridized,5,4,8021015.50,13035239.00,11280485.75,4,1,58005812.00
Hybridized,5,3,7986707.33,12455243.00,12138950.67,3,1,49310846.00
Hybridized,5,1,7947523.00,12521652.00,20470270.00,1,1,33288822.00
Hybridized,5,4,7937356.25,12632002.00,11095853.75,4,1,57375963.00
Hybridized,5,4,7987421.50,12765153.00,11179372.50,4,1,57863976.00
Hybridized,5,5,9477878.40,13231202.00,12124982.60,5,1,73395939.00
Hybridized,5,2,7989368.50,12707227.00,14344101.50,2,1,41315092.00
Hybridized,5,2,8229377.50,12672427.00,14566523.00,2,1,43129964.00
Hybridized,5,3,7996254.33,12487468.00,12159352.67,3,1,49174502.00
Hybridized,7,2,7947031.50,13139613.00,14517709.50,2,1,41977297.00
Hybridized,7,5,8091545.80,12618738.00,10615810.80,5,1,66408580.00
Hybridized,7,6,7949483.67,13681143.00,10230276.17,6,1,74650815.00
Hybridized,7,1,8059224.00,12967046.00,21027524.00,1,1,34183820.00
Hybridized,7,6,8175521.00,12615419.00,10278726.17,6,1,74529860.00
Hybridized,7,3,7928550.00,12948017.00,12245375.33,3,1,49705700.00
Hybridized,7,4,8071018.50,12628974.00,11228983.50,4,1,57782738.00
Hybridized,7,2,8042805.00,12771219.00,14429516.00,2,1,41948722.00
Hybridized,7,4,8075605.00,12600009.00,11226429.50,4,1,57796456.00
Hybridized,7,1,7889373.00,12634936.00,20525335.00,1,1,33421106.00
Hybridized,7,2,8204585.50,12576234.00,14493598.00,2,1,41859098.00
Hybridized,7,3,8021794.33,12579062.00,12215416.67,3,1,49579606.00
Hybridized,7,2,8489649.50,12486681.00,14733792.00,2,1,42627725.00
Hybridized,7,5,7937871.40,12491951.00,10436736.20,5,1,65056707.00
Hybridized,7,6,7847755.17,12486770.00,9929185.67,6,1,72261008.00
Hybridized,7,3,8146317.00,12623609.00,12355134.00,3,1,49922105.00
Hybridized,7,1,8161379.00,12628308.00,20791246.00,1,1,33575010.00
Hybridized,7,2,7912667.00,12818033.00,14322478.00,2,1,41512487.00
Hybridized,7,2,8039717.50,12780089.00,14430542.00,2,1,41823051.00
Hybridized,7,5,8341711.60,13084470.00,10959197.80,5,1,67748346.00
Hybridized,7,3,8230424.33,12794741.00,12496216.33,3,1,50600073.00
Hybridized,7,4,8052744.25,12758245.00,11243094.50,4,1,57845023.00
Hybridized,7,4,8353089.00,12602591.00,11504368.00,4,1,59109237.00
Hybridized,7,5,8115111.40,13066686.00,10728993.00,5,1,66410685.00
Hybridized,7,4,8031355.75,12714775.00,11210628.50,4,1,57849868.00
Hybridized,7,7,8696135.57,12580325.00,10493963.71,7,1,86578251.00
Hybridized,7,6,8029679.83,12594583.00,10129118.67,6,1,73741416.00
Hybridized,7,6,7947142.67,12535318.00,10036887.00,6,1,73495049.00
Hybridized,7,3,8001325.67,12462419.00,12156004.67,3,1,50238742.00
Hybridized,7,5,8085182.60,12781889.00,10642267.40,5,1,66460475.00
Hybridized,7,1,9170046.00,12811698.00,21983084.00,1,1,35576442.00
Hybridized,7,4,8061165.50,14591312.00,11709867.00,4,1,59740683.00
Hybridized,7,3,8062547.67,12624284.00,12271285.33,3,1,49572951.00
Hybridized,7,7,8221573.29,12821061.00,10053688.57,7,1,83240053.00
Hybridized,7,4,8167815.50,12931093.00,11401346.00,4,1,58918190.00
Hybridized,7,7,8064634.71,12826754.00,9897561.14,7,1,82444901.00
Hybridized,7,7,8102053.00,12453327.00,9881499.43,7,1,82341467.00
Hybridized,7,5,8118604.00,12631618.00,10645572.80,5,1,66607695.00
Hybridized,7,2,7966128.00,12894554.00,14414196.00,2,1,42104388.00
Hybridized,7,2,8532151.00,12924909.00,14995725.50,2,1,43142653.00
Hybridized,7,6,8180230.17,12620618.00,10284428.17,6,1,75075895.00
Hybridized,7,7,8090120.43,12810032.00,9920512.86,7,1,83496649.00
Hybridized,7,7,8139653.29,12506546.00,9926807.14,7,1,82553608.00
Hybridized,7,2,7930479.00,12698448.00,14280484.00,2,1,41824181.00
Hybridized,7,5,8323180.20,12777212.00,10879319.00,5,1,67229256.00
Hybridized,7,1,7892626.00,13193053.00,21086692.00,1,1,34358507.00
Hybridized,7,2,8086297.00,12876282.00,14525172.00,2,1,43052645.00
Hybridized,7,4,8024791.25,12429659.00,11132916.25,4,1,57308221.00
Hybridized,7,3,8917008.00,12494796.00,13082934.00,3,1,52372757.00
Hybridized,7,3,8203847.33,12680805.00,12431569.33,3,1,49994739.00
Hybridized,7,4,8302766.25,12463551.00,11419459.25,4,1,59450000.00
Hybridized,7,5,7897066.60,12581484.00,10413714.20,5,1,65012431.00
Hybridized,7,2,8202469.00,12734801.00,14570471.00,2,1,42129761.00
Hybridized,7,6,8165754.00,12794436.00,10298775.00,6,1,74872095.00
Hybridized,7,6,8113602.33,12418302.00,10183965.00,6,1,74220444.00
Hybridized,7,4,8311773.25,12869125.00,11529544.75,4,1,59708121.00
Hybridized,7,7,8207972.29,12678134.00,10019690.00,7,1,83221695.00
Hybridized,7,5,8009923.40,12464430.00,10503406.20,5,1,65360526.00
Hybridized,7,1,8843687.00,13099582.00,21944721.00,1,1,35212242.00
Hybridized,7,4,8200803.50,13020041.00,11456531.25,4,1,58860171.00
Hybridized,7,3,8112510.33,12927587.00,12422373.00,3,1,50830075.00
Hybridized,7,4,8256409.50,13066407.00,11523764.00,4,1,59107954.00
Hybridized,7,1,8178903.00,12799929.00,20980484.00,1,1,34453416.00
Hybridized,7,2,8286047.00,13169520.00,14871746.00,2,1,43002833.00
Hybridized,7,4,8059788.25,12770990.00,11253049.25,4,1,58311885.00
Hybridized,7,1,8230477.00,12828724.00,21060820.00,1,1,34360448.00
Hybridized,7,3,7946374.67,12920810.00,12253905.00,3,1,49706675.00
Hybridized,7,5,8107284.80,12815263.00,10670845.40,5,1,66149869.00
Hybridized,7,2,8158272.00,12674728.00,14496659.50,2,1,42491629.00
Hybridized,7,2,8287701.50,12803059.00,14690370.00,2,1,42520894.00
Hybridized,7,2,8572783.50,12874357.00,15011046.00,2,1,43194419.00
Hybridized,7,2,8063448.00,12970466.00,14549534.00,2,1,42346205.00
Hybridized,7,6,7906805.83,12478637.00,9986878.83,6,1,73240895.00
Hybridized,7,3,8155687.33,12604557.00,12357830.00,3,1,50390649.00
Hybridized,7,4,8047250.00,12614420.00,11201262.75,4,1,57938437.00
Hybridized,7,4,9052735.25,12763188.00,12244342.25,4,1,62052855.00
Hybridized,7,4,8174285.00,13178409.00,11469596.50,4,1,58772123.00
Hybridized,7,3,7961408.00,12606938.00,12164223.00,3,1,49498715.00
Hybridized,7,3,7961453.67,12792828.00,12226515.00,3,1,49439389.00
Hybridized,7,6,8106435.17,12808049.00,10241511.33,6,1,74377652.00
Hybridized,7,4,8009982.25,12580573.00,11155695.25,4,1,57974846.00
Hybridized,7,3,8097085.33,12446336.00,12246503.33,3,1,49751458.00
Hybridized,7,7,8119006.29,13001638.00,9977000.00,7,1,82890676.00
Hybridized,7,2,8010768.00,12465268.00,14244159.00,2,1,41860417.00
Hybridized,7,1,8297161.00,12572190.00,20870492.00,1,1,33733598.00
Hybridized,7,5,8029833.60,12382583.00,10506784.80,5,1,65453403.00
Hybridized,7,7,7951650.43,12913731.00,9797049.43,7,1,81631857.00
Hybridized,7,5,8061342.60,12468734.00,10555816.20,5,1,65640612.00
Hybridized,7,1,8679191.00,12922143.00,21602649.00,1,1,34540674.00
Hybridized,7,7,8128596.43,12567582.00,9924566.71,7,1,82397220.00
Hybridized,7,3,8228897.00,12611655.00,12433452.67,3,1,50663500.00
Hybridized,7,4,8544618.50,12450377.00,11657992.25,4,1,59570746.00
Hybridized,7,6,8163836.33,12590585.00,10262899.83,6,1,74439482.00
Hybridized,7,1,8527007.00,12511348.00,21039306.00,1,1,34519714.00
Hybridized,7,4,8315798.25,13371956.00,11659660.25,4,1,59695974.00
Hybridized,7,6,8090197.67,12453725.00,10166283.83,6,1,74241464.00
Hybridized,7,3,8396651.33,12804765.00,12665663.33,3,1,51137833.00
Hybridized,7,5,8979580.20,12491422.00,11478672.40,5,1,70512792.00
Hybridized,7,4,7947143.75,12716858.00,11126707.50,4,1,57988564.00
Hybridized,7,3,8369575.33,12875151.00,12662269.67,3,1,50933726.00
Hybridized,31,7,8233085.14,12703311.00,10048279.29,7,1,83532743.00
Hybridized,31,18,8135156.11,12681607.00,8840212.83,18,1,172488320.00
Hybridized,31,26,8031416.54,12547698.00,8514373.85,26,1,234672457.00
Hybridized,31,20,7986522.90,12529651.00,8613357.00,20,1,185572934.00
Hybridized,31,19,8083619.79,12441719.00,8738812.53,19,1,178766397.00
Hybridized,31,30,8022217.00,12696199.00,8445851.53,30,1,266780980.00
Hybridized,31,14,8089996.43,12848385.00,9008220.71,14,1,139544649.00
Hybridized,31,30,8002528.40,12865346.00,8431756.70,30,1,266139963.00
Hybridized,31,11,8155734.55,12751286.00,9315336.64,11,1,115720952.00
Hybridized,31,7,8186374.29,12800803.00,10015708.86,7,1,82845362.00
Hybridized,31,26,7912203.46,12574279.00,8396086.46,26,1,231574761.00
Hybridized,31,9,8131390.44,12582296.00,9529905.67,9,1,98767435.00
Hybridized,31,9,8041026.78,12873976.00,9471869.67,9,1,98776952.00
Hybridized,31,22,7974212.95,12654804.00,8549758.73,22,1,201811572.00
Hybridized,31,4,8099127.00,12852152.00,11313086.50,4,1,58129747.00
Hybridized,31,24,8026801.92,12425672.00,8544857.25,24,1,218114508.00
Hybridized,31,17,7978583.53,12821806.00,8733263.53,17,1,161285169.00
Hybridized,31,12,8020114.50,12800568.00,9087217.75,12,1,122130419.00
Hybridized,31,20,8063581.80,12764541.00,8702303.65,20,1,187059635.00
Hybridized,31,26,8003456.69,12654685.00,8490604.46,26,1,233646543.00
Hybridized,31,12,8100311.67,13000814.00,9184118.00,12,1,122931436.00
Hybridized,31,23,8050872.00,12871813.00,8610934.87,23,1,211172494.00
Hybridized,31,28,8106222.14,12508095.00,8553306.79,28,1,252420586.00
Hybridized,31,22,8011520.32,12744388.00,8591230.09,22,1,202200058.00
Hybridized,31,29,8004968.14,12447254.00,8434586.97,29,1,258483410.00
Hybridized,31,26,8026947.08,12409246.00,8504592.23,26,1,234100285.00
Hybridized,31,11,8101885.36,12735872.00,9260187.45,11,1,115129402.00
Hybridized,31,22,8105352.82,12522679.00,8674999.18,22,1,203830635.00
Hybridized,31,16,8143433.50,12428686.00,8920645.19,16,1,155964035.00
Hybridized,31,25,8061604.68,12778211.00,8573194.88,25,1,227147173.00
Hybridized,31,26,8048430.23,12487080.00,8529197.15,26,1,235082322.00
Hybridized,31,30,8052466.13,12718454.00,8476856.57,30,1,267875388.00
Hybridized,31,23,8055340.09,12746841.00,8610000.65,23,1,211390506.00
Hybridized,31,19,8091784.53,12789358.00,8765265.63,19,1,179483317.00
Hybridized,31,21,7974725.67,12622718.00,8576163.62,21,1,192950880.00
Hybridized,31,20,8343097.75,12489920.00,8968050.35,20,1,192521602.00
Hybridized,31,12,8035763.25,12736169.00,9097533.92,12,1,121866825.00
Hybridized,31,28,8040380.39,12553785.00,8489088.18,28,1,250427915.00
Hybridized,31,15,8027982.93,12585460.00,8867422.67,15,1,145998690.00
Hybridized,31,19,8040491.89,12465681.00,8696985.95,19,1,178298835.00
Hybridized,31,11,7993887.64,12662807.00,9145396.45,11,1,113373441.00
Hybridized,31,4,8076834.00,12565350.00,11218718.75,4,1,57987518.00
Hybridized,31,26,8119771.42,12980422.00,8619466.77,26,1,237223924.00
Hybridized,31,16,8047793.50,12807160.00,8848682.44,16,1,154292541.00
Hybridized,31,8,7988550.12,12507169.00,9552368.12,8,1,89189809.00
Hybridized,31,15,8091953.07,12502520.00,8925855.93,15,1,147263174.00
Hybridized,31,30,8101775.40,12743398.00,8526956.87,30,1,268761696.00
Hybridized,31,14,8111334.93,13005277.00,9040802.64,14,1,139721594.00
Hybridized,31,25,8084524.52,12695528.00,8593854.36,25,1,227694703.00
Hybridized,31,26,8115224.96,12651306.00,8602221.50,26,1,236904439.00
Hybridized,31,2,8376933.00,12681102.00,14718382.00,2,1,42282901.00
Hybridized,31,1,8536869.00,12989094.00,21526899.00,1,1,34886582.00
Hybridized,31,6,8001971.00,12822586.00,10139550.00,6,1,74167007.00
Hybridized,31,28,8005114.36,12832415.00,8463768.93,28,1,249881872.00
Hybridized,31,31,8102559.26,12436981.00,8504201.74,31,1,276322507.00
Hybridized,31,17,8102865.00,13164083.00,8877697.29,17,1,163999206.00
Hybridized,31,21,8110397.52,12679082.00,8714566.24,21,1,196173874.00
Hybridized,31,3,8291268.33,12941742.00,12605789.67,3,1,51074322.00
Hybridized,31,21,8139973.48,12888698.00,8754129.52,21,1,196980337.00
Hybridized,31,4,7951420.00,12812609.00,11155156.00,4,1,57809819.00
Hybridized,31,13,8060212.54,12843472.00,9048603.92,13,1,130359461.00
Hybridized,31,7,8020314.86,12875683.00,9860082.71,7,1,82120719.00
Hybridized,31,11,8032014.73,12620014.00,9179763.64,11,1,114283157.00
Hybridized,31,3,8282745.33,12560814.00,12470400.33,3,1,50505903.00
Hybridized,31,27,7999310.56,12764486.00,8472419.63,27,1,241488227.00
Hybridized,31,11,8149977.64,13099727.00,9341278.73,11,1,116251958.00
Hybridized,31,3,8236809.00,12785684.00,12499293.33,3,1,50371005.00
Hybridized,31,29,8012521.55,12650527.00,8449064.28,29,1,258107921.00
Hybridized,31,19,8267999.37,13000712.00,8952765.00,19,1,183334958.00
Hybridized,31,9,7942739.67,12526769.00,9334921.22,9,1,96731974.00
Hybridized,31,15,7957360.20,12698461.00,8804258.87,15,1,145400751.00
Hybridized,31,4,8084572.75,13143320.00,11371098.25,4,1,58820624.00
Hybridized,31,7,7991328.57,12880326.00,9831848.43,7,1,81632877.00
Hybridized,31,3,8557948.67,12580511.00,12752388.33,3,1,51301187.00
Hybridized,31,15,8154732.40,12734954.00,9004263.40,15,1,148284774.00
Hybridized,31,28,8104070.68,12770744.00,8560622.96,28,1,252369015.00
Hybridized,31,14,8123234.50,12558076.00,9020704.71,14,1,139390896.00
Hybridized,31,7,7948626.43,12724574.00,9766814.71,7,1,81372841.00
Hybridized,31,31,8064563.94,12417855.00,8465562.29,31,1,275277272.00
Hybridized,31,2,7807297.00,12433678.00,14024565.50,2,1,40819845.00
Hybridized,31,24,8045047.08,12717530.00,8575416.83,24,1,218437528.00
Hybridized,31,24,8058320.46,12478906.00,8578719.08,24,1,218802560.00
Hybridized,31,23,8031597.61,12354503.00,8569167.83,23,1,209837427.00
Hybridized,31,27,8079862.85,12614913.00,8547577.07,27,1,243959194.00
Hybridized,31,16,8116317.56,13064182.00,8933307.31,16,1,156285569.00
Hybridized,31,24,8071370.17,12425357.00,8589476.46,24,1,219594566.00
Hybridized,31,28,8138680.39,12435490.00,8583125.43,28,1,253479326.00
Hybridized,31,26,8050011.38,12712537.00,8539304.54,26,1,235022737.00
Hybridized,31,16,8151229.19,12859369.00,8955393.94,16,1,156422455.00
Hybridized,31,13,7945559.46,12536471.00,8910211.92,13,1,128759630.00
Hybridized,31,8,8125463.88,12804667.00,9726475.75,8,1,91029526.00
Hybridized,31,26,8000447.85,12666022.00,8487936.27,26,1,233981948.00
Hybridized,31,31,8165848.97,12620696.00,8573470.00,31,1,278993582.00
Hybridized,31,11,7886125.09,12613513.00,9033201.55,11,1,112015168.00
Hybridized,31,1,7801685.00,13119353.00,20922112.00,1,1,33987536.00
Hybridized,31,9,8009654.11,12580625.00,9407949.22,9,1,97591978.00
Hybridized,31,18,8080169.44,12650700.00,8783386.94,18,1,171024438.00
Hybridized,31,16,8011999.81,12694741.00,8805796.94,16,1,153507122.00
Hybridized,31,5,8063746.40,12698265.00,10604022.80,5,1,65761723.00
Hybridized,31,27,8037512.74,12675174.00,8507326.04,27,1,243079565.00
Hybridized,47,39,8026982.15,12636497.00,8351331.67,39,1,338967987.00
Hybridized,47,24,8088003.42,12686656.00,8616984.50,24,1,220243022.00
Hybridized,47,29,7951128.83,13059429.00,8401812.69,29,1,257002061.00
Hybridized,47,33,8105592.27,12494963.00,8484673.82,33,1,293172003.00
Hybridized,47,25,8054814.40,12679334.00,8562365.08,25,1,226994796.00
Hybridized,47,10,8091511.10,12896232.00,9381543.20,10,1,106821159.00
Hybridized,47,9,8101955.78,12845153.00,9529633.56,9,1,98698004.00
Hybridized,47,44,7996622.48,12443870.00,8279772.95,44,1,377512886.00
Hybridized,47,8,8155012.75,13015134.00,9782328.88,8,1,91114275.00
Hybridized,47,24,8035843.12,12814435.00,8570130.54,24,1,219110916.00
Hybridized,47,13,7982783.77,12706220.00,8960620.23,13,1,129294444.00
Hybridized,47,40,8103055.50,12791676.00,8423189.78,40,1,349789006.00
Hybridized,47,24,8010497.04,12923172.00,8549294.54,24,1,218521507.00
Hybridized,47,12,8078201.33,12545902.00,9124246.92,12,1,122747174.00
Hybridized,47,47,8021624.51,13169424.00,8302167.04,47,1,403154324.00
Hybridized,47,7,8399554.86,12989789.00,10255809.43,7,1,85304341.00
Hybridized,47,4,8343191.50,12961604.00,11584369.50,4,1,59636622.00
Hybridized,47,37,7927327.38,12474230.00,8264786.43,37,1,319590005.00
Hybridized,47,18,8046869.33,12795018.00,8758109.06,18,1,170617430.00
Hybridized,47,3,8224705.67,12435342.00,12370457.33,3,1,50136627.00
Hybridized,47,8,8257331.38,12674451.00,9842119.50,8,1,91569655.00
Hybridized,47,12,8120766.42,12690817.00,9178905.58,12,1,123379957.00
Hybridized,47,9,8079341.44,12877893.00,9510836.67,9,1,98790448.00
Hybridized,47,1,7872207.00,12658001.00,20531352.00,1,1,33556957.00
Hybridized,47,26,8314279.04,12847578.00,8808879.73,26,1,242442300.00
Hybridized,47,28,7947667.46,12975084.00,8411405.36,28,1,248509100.00
Hybridized,47,45,8237242.82,12821793.00,8522636.04,45,1,396679547.00
Hybridized,47,17,8204677.71,12727396.00,8953842.65,17,1,165300626.00
Hybridized,47,10,8045501.50,12800304.00,9326014.70,10,1,106991087.00
Hybridized,47,14,8143792.14,12726292.00,9053280.57,14,1,139955196.00
Hybridized,47,22,8204779.05,13133776.00,8802164.36,22,1,206656875.00
Hybridized,47,38,8164730.47,13012957.00,8507499.84,38,1,337101290.00
Hybridized,47,43,8194542.05,13657198.00,8512527.77,43,1,379545744.00
Hybridized,47,28,8071999.00,12869816.00,8532018.57,28,1,251845942.00
Hybridized,47,17,8338879.82,12873292.00,9096607.76,17,1,167731702.00
Hybridized,47,30,7979233.77,12762891.00,8405025.87,30,1,265150461.00
Hybridized,47,25,8223018.08,12974314.00,8742365.24,25,1,231796234.00
Hybridized,47,22,8240502.77,12659387.00,8816372.82,22,1,207338199.00
Hybridized,47,17,8324386.71,12513912.00,9060975.06,17,1,167207683.00
Hybridized,47,32,7986359.75,13091945.00,8395864.00,32,1,281598213.00
Hybridized,47,22,8278248.36,12935904.00,8866583.14,22,1,208425556.00
Hybridized,47,37,8336418.08,13178787.00,8693044.32,37,1,335301585.00
Hybridized,47,8,8494438.00,13342998.00,10163763.75,8,1,94017941.00
Hybridized,47,41,8170988.41,13346924.00,8496904.49,41,1,361387651.00
Hybridized,47,28,8188432.07,12449776.00,8633422.46,28,1,255090737.00
Hybridized,47,12,8145264.25,13131803.00,9240117.92,12,1,123787681.00
Hybridized,47,46,8083765.61,13282188.00,8372921.87,46,1,398692765.00
Hybridized,47,3,8395752.67,12996051.00,12728415.00,3,1,51070518.00
Hybridized,47,2,9947537.50,12593942.00,16245462.50,2,1,45473286.00
Hybridized,47,13,8286935.23,12712473.00,9265322.92,13,1,133567661.00
Hybridized,47,26,8243415.04,12918536.00,8740746.31,26,1,240466305.00
Hybridized,47,47,8188746.72,12860118.00,8462740.13,47,1,410964826.00
Hybridized,47,20,8178204.45,12892012.00,8823240.05,20,1,189591746.00
Hybridized,47,39,8291123.23,21263650.00,8836719.82,39,1,358017262.00
Hybridized,47,6,8190497.83,13194133.00,10389954.50,6,1,75385978.00
Hybridized,47,28,7946737.93,12888904.00,8407372.89,28,1,248764629.00
Hybridized,47,12,8911881.00,13071234.00,10001704.33,12,1,133298867.00
Hybridized,47,5,8066692.80,12791405.00,10625544.60,5,1,66437696.00
Hybridized,47,34,8208794.97,12780510.00,8585067.74,34,1,305350992.00
Hybridized,47,10,8063689.40,12561809.00,9320390.40,10,1,106091736.00
Hybridized,47,8,8119665.88,12779172.00,9717595.12,8,1,90662427.00
Hybridized,47,38,8009880.05,13635334.00,8369126.05,38,1,331058972.00
Hybridized,47,45,8113559.93,13970117.00,8424371.31,45,1,392450298.00
Hybridized,47,14,8013795.64,12551934.00,8910798.36,14,1,137762629.00
Hybridized,47,3,8254620.00,12890984.00,12552191.33,3,1,50787723.00
Hybridized,47,27,8100534.93,12991842.00,8582072.74,27,1,245309561.00
Hybridized,47,2,8438608.50,12850714.00,14864828.00,2,1,43294118.00
Hybridized,47,43,8045788.72,12599734.00,8339150.07,43,1,371572318.00
Hybridized,47,40,8098066.08,13771505.00,8442699.20,40,1,350831928.00
Hybridized,47,16,8387174.06,12760367.00,9185177.75,16,1,160192891.00
Hybridized,47,16,8165104.94,12667662.00,8957379.62,16,1,156583737.00
Hybridized,47,6,8171896.00,13075964.00,10351800.00,6,1,75360972.00
Hybridized,47,12,8154942.42,14749475.00,9384462.75,12,1,126196793.00
Hybridized,47,44,8131988.64,13143101.00,8431089.64,44,1,384095859.00
Hybridized,47,24,8100405.71,12683189.00,8629345.17,24,1,220177003.00
Hybridized,47,29,8011716.72,12566529.00,8445491.07,29,1,258016831.00
Hybridized,47,23,8181274.48,12544028.00,8727073.91,23,1,213754470.00
Hybridized,47,8,7820698.38,13251546.00,9477539.00,8,1,88745713.00
Hybridized,47,19,8298261.16,12700144.00,8967123.68,19,1,183781547.00
Hybridized,47,29,8245096.10,12847548.00,8688642.55,29,1,264901129.00
Hybridized,47,7,7916308.57,13153567.00,9795814.43,7,1,81389086.00
Hybridized,47,4,8070536.50,12438713.00,11180803.50,4,1,59308855.00
Hybridized,47,40,8098794.45,12735473.00,8417522.07,40,1,349951149.00
Hybridized,47,33,8132056.06,12955517.00,8525047.64,33,1,294627479.00
Hybridized,47,47,8064135.81,12749703.00,8335739.85,47,1,405093366.00
Hybridized,47,12,8402270.33,14017274.00,9570932.58,12,1,127994245.00
Hybridized,47,24,8036149.17,12903186.00,8574232.62,24,1,218991039.00
Hybridized,47,10,8341436.60,12671409.00,9608981.20,10,1,109766465.00
Hybridized,47,16,7978783.44,12896004.00,8785198.00,16,1,153464382.00
Hybridized,47,45,8146836.93,12936341.00,8434734.93,45,1,392719072.00
Hybridized,47,25,8187176.20,12501679.00,8687671.32,25,1,230703539.00
Hybridized,47,20,8164491.80,12450852.00,8787435.80,20,1,189106723.00
Hybridized,47,1,8408817.00,13207301.00,21617548.00,1,1,34935457.00
Hybridized,47,34,7999910.79,12634452.00,8371834.76,34,1,298030366.00
Hybridized,47,8,8282012.50,14456239.00,10089626.12,8,1,94252558.00
Hybridized,47,31,8136054.94,12538614.00,8541095.42,31,1,277957077.00
Hybridized,47,11,8446025.64,14359309.00,9752047.64,11,1,121307975.00
Hybridized,47,5,7994627.00,12665731.00,10528190.80,5,1,65647384.00
Hybridized,47,33,8179580.33,12552299.00,8560298.52,33,1,296972468.00
Hybridized,47,31,7943815.39,12729092.00,8354795.16,31,1,271900885.00
Hybridized,55,48,8259762.56,12553787.00,8521671.73,48,1,422331855.00
Hybridized,55,29,8038205.90,13221983.00,8494516.48,29,1,259664249.00
Hybridized,55,33,8141368.94,12560106.00,8522318.09,33,1,294726477.00
